AAD,121,L1,Intro to Arts Administration,Dellinger (Todd M.),[10384],  3.0,     ,TTH,01:10PM-02:40PM,24,   20,,   24,    4,OPEN,25,LAW,FP,UG,FA,137,STN,LEC,,,,
AAD,203,F1,Arts Fundraising,Dellinger (Todd M.),[10385],  3.0,     ,TTH,09:45AM-11:15AM,28,   14,,   24,   10,OPEN,29,LAW,FP,UG,FA,339,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,CMP 120 UG D or LL 131 UG D,
AAD,205,G1,Survey/Art Institutions,Heidelberg (Brea M.),[10386],  3.0,     ,MW,01:10PM-02:40PM,18,    4,,   24,   20,OPEN,19,LAW,FP,UG,FA,203,STN,LEC,,| ONLY Junior& Senior& Sophomore,AAD 121 UG D,
AAD,225,01,Arts Practicum I - Patron Svcs,Heidelberg (Brea M.),[10387],  3.0,     ,M,11:30AM-12:30PM,19,    7,,   17,   10,OPEN,20,LAW,FP,UG,FA,139,STN,LEC,,| ONLY Arts Administration | ONLY Junior& Senior& Sophomore| ONLY Undergraduate,AAD 121 UG D,
AAD,307,I1,Touring & Production Managemnt,Dellinger (Todd M.),[10388],  3.0,     ,MW,02:50PM-04:20PM,28,   10,,   35,   25,OPEN,29,LAW,FP,UG,FA,339,STN,LEC,,| ONLY Arts Administration | ONLY Junior& Senior& Sophomore| ONLY Undergraduate,AAD 121 and CBA 110,
AAD,350,K1,Arts Venue & Patron Services,Heidelberg (Brea M.),[11800],  3.0,     ,MW,04:30PM-06:00PM,20,    8,,   24,   16,OPEN,28,WCC,FP,UG,CUL,015,STN,LEC,,| ONLY Undergraduate,AAD 121 UG D,
AAD,491,01,Arts Management Internship,Dellinger (Todd M.),[12128],  3.0, 12.0,,,,    0,,    1,    1,OPEN,,LAW,FP,UG,,,ONE,INT,,| ONLY Arts Administration | ONLY Senior| ONLY Undergraduate,,Dean Signature Required
AAD,491,02,Arts Management Internship,Heidelberg (Brea M.),[12146],  3.0, 12.0,,,,    1,,    1,    0,CLSD,,LAW,FP,UG,,,ONE,INT,,| ONLY Arts Administration | ONLY Senior| ONLY Undergraduate,,Dean Signature Required
ACC,210,01M,Introduction to Accounting,Chandar (Nandini),[12685],  3.0,     ,MW,11:30AM-01:00PM,24,   22,,   25,    3,OPEN,25,LAW,BU,UG,NAB,127,STN,LEC,,| ONLY Accounting Major& Finance Major| ONLY Undergraduate,,
ACC,210,E1,Introduction to Accounting,McMullen (Dorothy A.),[10496],  3.0,     ,TTH,08:00AM-09:30AM,48,   25,,   25,    0,CLSD,49,LAW,BU,UG,SWG,119,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
ACC,210,F1,Introduction to Accounting,McMullen (Dorothy A.),[10494],  3.0,     ,TTH,09:45AM-11:15AM,38,   30,,   25,   -5,CLSD,39,LAW,BU,UG,NAB,206,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
ACC,210,GM,Introduction to Accounting,Chandar (Nandini),[11980],  3.0,     ,MW,01:10PM-02:40PM,24,   22,,   25,    3,OPEN,25,LAW,BU,UG,NAB,127,STN,LEC,,| ONLY Accounting Major& Finance Major| ONLY Undergraduate,,
ACC,210,IM,Introduction to Accounting,Chandar (Nandini),[10498],  3.0,     ,MW,02:50PM-04:20PM,24,   22,,   25,    3,OPEN,25,LAW,BU,UG,NAB,127,STN,LEC,,| ONLY Accounting Major& Finance Major| ONLY Undergraduate,,
ACC,210,L1,HONORS:Intro to Accounting,McMullen (Dorothy A.),[10495],  3.0,     ,TTH,01:10PM-02:40PM,48,   28,,   25,   -3,CLSD,49,LAW,BU,UG,SWG,205,STN,LEC,,| ONLY Undergraduate| ONLY Business Honors,,
ACC,210,L2,Introduction to Accounting,Dunne (Kathleen),[10493],  3.0,     ,TTH,01:10PM-02:40PM,38,   30,,   25,   -5,CLSD,39,LAW,BU,UG,NAB,206,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
ACC,210,MEO,Introduction to Accounting,Shaw (Donald),[10501],  3.0,     ,M,06:30PM-09:30PM,48,   23,25,   15,   -8,CLSD,49,LAW,BU,UG,SWG,205,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| NO Continuing Studies,,Crosslisted with ACC 210 MER
ACC,210,MER,Introduction to Accounting,Shaw (Donald),[11805],  3.0,     ,M,06:30PM-09:30PM,48,    4,25,   10,    6,OPEN,49,LAW,BU,UG,SWG,205,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| ONLY Continuing Studies,,Crosslisted with ACC 210 MEO
ACC,210,N1,Introduction to Accounting,Dunne (Kathleen),[10500],  3.0,     ,TTH,02:50PM-04:20PM,38,   27,,   25,   -2,CLSD,39,LAW,BU,UG,NAB,206,STN,LEC,,| ONLY Undergraduate,,
ACC,210,OL1,Introduction to Accounting,Dunne (Kathleen),[11954],  3.0,     ,,,,   15,,   15,    0,CLSD,,LAW,BU,UG,,,ONL,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate, 2.5 cumulative GPA required.,Online Course
ACC,220,F1,Managerial Uses of Accounting,Persons (Obeua S.),[10502],  3.0,     ,TTH,09:45AM-11:15AM,48,   25,,   25,    0,CLSD,49,LAW,BU,UG,SCI,222,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,ACC 210 UG D,
ACC,220,I1,Managerial Uses of Accounting,Li (Fang S.),[10503],  3.0,     ,MW,02:50PM-04:20PM,48,   26,,   25,   -1,CLSD,49,LAW,BU,UG,SWG,119,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,ACC 210 UG D,
ACC,220,OL1,Managerial Uses of Accounting,Haywood-Sullivan (Mary E.),[10504],  3.0,     ,,,,   17,,   15,   -2,CLSD,,LAW,BU,UG,,,ONL,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate, Prerequisite: ACC 210| 2.5 cumulative GPA required.,Online course
ACC,302,F1,Cost Management,Haywood-Sullivan (Mary E.),[10538],  3.0,     ,TTH,09:45AM-11:15AM,48,   34,,   25,   -9,CLSD,49,LAW,BU,UG,SWG,117,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,ACC 220 UG D and CIS 185 UG D,
ACC,302,L1,Cost Management,Haywood-Sullivan (Mary E.),[11388],  3.0,     ,TTH,01:10PM-02:40PM,48,   34,,   25,   -9,CLSD,49,LAW,BU,UG,SWG,117,STN,LEC,,| ONLY Junior& Senior& Sophomore,ACC 220 UG D and CIS 185 UG D,
ACC,302,MEG,Cost Management,Tamburro (Harold C.),[10539],  3.0,     ,M,06:30PM-09:30PM,48,    2,25,    3,    1,OPEN,49,LAW,BU,UG,SWG,117,STN,LEC,,| ONLY Graduate,ACC 220 UG D and CIS 185 UG D,Crosslisted with ACC 302 MEO & MER
ACC,302,MEO,Cost Management,Tamburro (Harold C.),[10540],  3.0,     ,M,06:30PM-09:30PM,48,   17,25,   17,    0,CLSD,49,LAW,BU,UG,SWG,117,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| NO Continuing Studies,ACC 220 UG D and CIS 185 UG D,Crosslisted with ACC 302 MEG & MER
ACC,302,MER,Cost Management,Tamburro (Harold C.),[10541],  3.0,     ,M,06:30PM-09:30PM,48,    2,25,    5,    3,OPEN,49,LAW,BU,UG,SWG,117,STN,LEC,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Continuing Studies,ACC 220 UG D and CIS 185 UG D,Crosslisted with ACC 302 MEG & MEO
ACC,310,G1,Acct Theory & Concepts I,McDowell (Evelyn A.),[10507],  3.0,     ,MW,01:10PM-02:40PM,48,   24,,   25,    1,OPEN,49,LAW,BU,UG,SWG,117,STN,LEC,,| ONLY Junior& Senior,ACC 210 UG D and ACC 220 UG D,
ACC,310,I1,Acct Theory & Concepts I,McDowell (Evelyn A.),[10508],  3.0,     ,MW,02:50PM-04:20PM,48,   15,,   25,   10,OPEN,49,LAW,BU,UG,SWG,117,STN,LEC,,| ONLY Junior& Senior,ACC 210 UG D and ACC 220 UG D,
ACC,310,TEG,Acct Theory & Concepts I,Chandar (Nandini),[10509],  3.0,     ,T,06:30PM-09:30PM,48,    0,25,    3,    3,OPEN,49,LAW,BU,UG,SWG,119,STN,LEC,,| ONLY Graduate,ACC 210 UG D and ACC 220 UG D,Crosslisted with ACC 310 TEO & TER
ACC,310,TEO,Acct Theory & Concepts I,Chandar (Nandini),[10510],  3.0,     ,T,06:30PM-09:30PM,48,   29,25,   19,  -10,CLSD,49,LAW,BU,UG,SWG,119,STN,LEC,,| ONLY Junior& Senior| NO Continuing Studies,ACC 210 UG D and ACC 220 UG D,Crosslisted with ACC 310 TEG & TER
ACC,310,TER,Acct Theory & Concepts I,Chandar (Nandini),[10511],  3.0,     ,T,06:30PM-09:30PM,48,    4,25,    3,   -1,CLSD,49,LAW,BU,UG,SWG,119,STN,LEC,,| ONLY Junior& Senior| ONLY Continuing Studies,ACC 210 UG D and ACC 220 UG D,Crosslisted with ACC 310 TEG & TEO
ACC,311,TEG,Acct Theory & Concepts II,Shultz (Carl F.),[12498],  3.0,     ,T,06:30PM-09:30PM,24,    0,25,    5,    5,OPEN,25,LAW,BU,UG,NAB,127,STN,LEC,,| ONLY Graduate,ACC 310 UG D or ACC-310 Waiver WV,Crosslisted with ACC 311 TEO/TER
ACC,311,TEO,Acct Theory & Concepts II,Shultz (Carl F.),[10516],  3.0,     ,T,06:30PM-09:30PM,24,   14,25,   15,    1,OPEN,25,LAW,BU,UG,NAB,127,STN,LEC,,| ONLY Junior& Senior| NO Continuing Studies,ACC 310 UG D or ACC-310 Waiver WV,Crosslisted with ACC 311 TEG/TER
ACC,311,TER,Acct Theory & Concepts II,Shultz (Carl F.),[10517],  3.0,     ,T,06:30PM-09:30PM,24,    1,25,    5,    4,OPEN,25,LAW,BU,UG,NAB,127,STN,LEC,,| ONLY Junior& Senior| ONLY Continuing Studies,ACC 310 UG D or ACC-310 Waiver WV,Crosslisted with ACC 311 TEO/TEG
ACC,320,REO,Accounting Info Systems,Nissen (Matthew P.),[10518],  3.0,     ,TH,06:30PM-09:30PM,48,   13,25,   10,   -3,CLSD,49,LAW,BU,UG,SWG,118,STN,LEC,,| ONLY Junior& Senior| ONLY Undergraduate| NO Continuing Studies,ACC 302 or ACC-302 Waiver WV,Crosslisted with ACC 320 RER
ACC,320,RER,Accounting Info Systems,Nissen (Matthew P.),[10519],  3.0,     ,TH,06:30PM-09:30PM,48,    1,25,   15,   14,OPEN,49,LAW,BU,UG,SWG,118,STN,LEC,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Continuing Studies,ACC 302 or ACC-302 Waiver WV,Crosslisted with ACC 320 REO
ACC,321,01,Internal Auditing,Baranek (Devon A.),[10520],  3.0,     ,MW,11:30AM-01:00PM,48,   16,,   25,    9,OPEN,49,LAW,BU,UG,SWG,119,STN,LEC,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,ACC 220 UG D,
ACC,399,01,The Co-Operative Experience,O'Reilly-Allen (Margaret),[10521],  6.0,     ,,,,    3,,    9,    6,OPEN,,LAW,BU,UG,,,ONE,COP,,| ONLY Junior& Senior| ONLY Undergraduate, Prerequisites: ACC-210 ACC-220 and ACC-310.| A minimum GPA of 3.0 in Accounting Course Work,Instructor Signature Required
ACC,400,G1,Principles of Auditing,Baranek (Devon A.),[10522],  3.0,     ,MW,01:10PM-02:40PM,48,   24,,   25,    1,OPEN,49,LAW,BU,UG,SWG,119,STN,LEC,,| ONLY Junior& Senior| ONLY Undergraduate,ACC 302 UG D and ( ACC 310 UG D or ACC-310 Waiver WV ),
